1/11/2008,3:55:57 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/11/2008,2:24:57 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/11/2008,12:39:57 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/10/2008,10:22:47 AM,Windows Update Agent,Error,Software Sync ,16,N/A,BDUNSTAN-XP,Unable to Connect: Windows is unable to connect to the automatic updates service and therefore cannot download and install updates according to the set schedule. Windows will continue to try to establish a connection.
1/10/2008,9:41:54 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/10/2008,8:03:53 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/10/2008,6:28:53 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/10/2008,4:32:53 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/9/2008,6:51:47 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/9/2008,5:15:47 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/8/2008,10:22:46 AM,Windows Update Agent,Error,Software Sync ,16,N/A,BDUNSTAN-XP,Unable to Connect: Windows is unable to connect to the automatic updates service and therefore cannot download and install updates according to the set schedule. Windows will continue to try to establish a connection.
1/8/2008,8:51:34 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/7/2008,10:19:28 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/7/2008,8:21:28 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/7/2008,6:26:27 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,7:31:24 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,5:46:23 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,4:00:23 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,2:13:23 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,12:32:22 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,10:47:22 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,10:22:45 AM,Windows Update Agent,Error,Software Sync ,16,N/A,BDUNSTAN-XP,Unable to Connect: Windows is unable to connect to the automatic updates service and therefore cannot download and install updates according to the set schedule. Windows will continue to try to establish a connection.
1/6/2008,8:53:22 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,7:17:21 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,5:40:21 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,3:45:21 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,2:11:20 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/6/2008,12:28:20 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/5/2008,10:55:20 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/5/2008,10:42:17 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/5/2008,9:02:16 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/5/2008,7:06:16 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/5/2008,5:19:16 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/5/2008,3:23:16 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/5/2008,1:52:16 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/4/2008,11:57:15 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/4/2008,10:08:15 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/4/2008,8:33:14 PM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/4/2008,11:39:54 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,11:39:48 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,11:39:48 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,11:39:25 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,11:39:19 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,11:39:19 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,11:38:52 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,11:38:46 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,11:38:46 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,11:24:32 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The Application Management service entered the running state.
1/4/2008,11:24:32 AM,Service Control Manager,Information,None,7035,CORP\bdunstan,BDUNSTAN-XP,The Application Management service was successfully sent a start control.
1/4/2008,11:23:31 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,11:23:25 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,11:23:25 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,11:20:47 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,11:20:41 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,11:20:41 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,11:19:42 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,11:19:36 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,11:19:36 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,10:59:35 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,10:59:29 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,10:59:29 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,10:59:20 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,10:59:09 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,10:59:09 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,10:58:48 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,10:58:42 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,10:58:42 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,10:58:22 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,10:58:11 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,10:58:11 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,10:28:32 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,10:28:26 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,10:28:26 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,10:28:25 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/4/2008,10:28:19 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/4/2008,10:28:19 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/4/2008,10:22:44 AM,Windows Update Agent,Error,Software Sync ,16,N/A,BDUNSTAN-XP,Unable to Connect: Windows is unable to connect to the automatic updates service and therefore cannot download and install updates according to the set schedule. Windows will continue to try to establish a connection.
1/4/2008,8:11:11 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc3.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/4/2008,6:38:10 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/4/2008,5:05:10 AM,LSASRV,Warning,SPNEGO (Negotiator) ,40961,N/A,BDUNSTAN-XP,The Security System could not establish a secured connection with the server ldap/corpqa-dc2.corpqa.centeris.com/corpqa.centeris.com@corpqa.centeris.com.  No authentication protocol was available.
1/2/2008,4:00:59 PM,Tcpip,Warning,None,4226,N/A,BDUNSTAN-XP,TCP/IP has reached the security limit imposed on the number of concurrent TCP connect attempts.
1/2/2008,3:51:35 PM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The Windows Image Acquisition (WIA) service entered the running state.
1/2/2008,3:51:34 PM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The Windows Image Acquisition (WIA) service was successfully sent a start control.
1/2/2008,10:28:25 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/2/2008,10:28:19 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/2/2008,10:28:19 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/2/2008,10:28:05 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/2/2008,10:27:59 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/2/2008,10:27:59 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/2/2008,10:05:14 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The Background Intelligent Transfer Service service entered the running state.
1/2/2008,10:05:14 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The Background Intelligent Transfer Service service was successfully sent a start control.
1/2/2008,10:01:05 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The Messenger Sharing Folders USN Journal Reader service service entered the running state.
1/2/2008,10:01:03 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The Messenger Sharing Folders USN Journal Reader service service was successfully sent a start control.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the stopped state.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The SSDP Discovery Service service entered the running state.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The Application Layer Gateway Service service entered the running state.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The Application Layer Gateway Service service was successfully sent a start control.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The SSDP Discovery Service service was successfully sent a start control.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service entered the running state.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The IMAPI CD-Burning COM Service service was successfully sent a start control.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The Remote Access Connection Manager service entered the running state.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7035,CORP\bdunstan,BDUNSTAN-XP,The Remote Access Connection Manager service was successfully sent a start control.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The Telephony service entered the running state.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7035,NT AUTHORITY\SYSTEM,BDUNSTAN-XP,The Network Location Awareness (NLA) service was successfully sent a start control.
1/2/2008,10:00:46 AM,Service Control Manager,Information,None,7036,N/A,BDUNSTAN-XP,The Network Location Awareness (NLA) service entered the running state.
1/2/2008,10:00:46 AM,Service Control Manager,Error,None,7024,N/A,BDUNSTAN-XP,The SQL Server (SQLEXPRESS) service terminated with service-specific error 17113 (0x42D9).
1/2/2008,9:59:48 AM,W32Time,Information,None,35,N/A,BDUNSTAN-XP,The time service is now synchronizing the system time with the time source corpqa-dc3.corpqa.centeris.com (ntp.d|10.100.0.58:123->10.100.1.58:123).
1/2/2008,9:59:32 AM,VMnetuserif,Information,None,4,N/A,BDUNSTAN-XP,(\Device\VMnetUserif) Driver entry exiting with status 0  
1/2/2008,9:59:32 AM,VMnetuserif,Information,None,1,N/A,BDUNSTAN-XP,() Starting up the User Interface Driver for VMware Virtual Networks
1/2/2008,9:58:59 AM,Tcpip,Information,None,4201,N/A,BDUNSTAN-XP,"The system detected that network adapter \DEVICE\TCPIP_{D5ED3086-2434-4BDB-9F86-B42AF164B5F4} was connected to the network, and has initiated normal operation over the network adapter."
1/2/2008,9:58:53 AM,VMnetAdapter,Information,None,34,N/A,BDUNSTAN-XP,() Driver entry successful.
1/2/2008,9:58:53 AM,VMnetAdapter,Information,None,34,N/A,BDUNSTAN-XP,"() Starting up: 0x8a1d17b0, \REGISTRY\MACHINE\SYSTEM\Contr"
1/2/2008,9:59:09 AM,EventLog,Information,None,6005,N/A,BDUNSTAN-XP,The Event log service was started.
1/2/2008,9:59:09 AM,EventLog,Information,None,6009,N/A,BDUNSTAN-XP,Microsoft (R) Windows (R) 5.01. 2600 Service Pack 2 Multiprocessor Free.
